,065.000000,0.102700,0
61.750000,0.655200,0
58.500000,1.176500,0
52.000000,2.131350,0
45.500000,2.977000,0
39.000000,3.707600,0
32.500000,4.301050,0
26.000000,4.715100,0
19.500000,4.876300,0
16.250000,4.827550,0
13.000000,4.661800,0
9.750000,4.343300,0
6.500000,3.804450,0
4.875000,3.412500,0
3.250000,2.887950,0
1.625000,2.124200,0
0.812500,1.538550,0
0.000000,0.000000,0
0.812500,-1.538550,0
1.625000,-2.124200,0
3.250000,-2.887950,0
4.875000,-3.412500,0
6.500000,-3.804450,0
9.750000,-4.343300,0
13.000000,-4.661800,0
16.250000,-4.827550,0
19.500000,-4.876300,0
26.000000,-4.715100,0
32.500000,-4.301050,0
39.000000,-3.707600,0
45.500000,-2.977000,0
52.000000,-2.131350,0
58.500000,-1.176500,0
61.750000,-0.655200,0
65.000000,-0.102700,0
