38.100000,0.000000,0.000000
38.059233,0.009906,0.000000
37.733859,0.088773,0.000000
37.089207,0.228219,0.000000
36.135564,0.430530,0.000000
34.889313,0.707136,0.000000
33.372556,1.070229,0.000000
32.520255,1.293114,0.000000
31.610427,1.548765,0.000000
30.646882,1.839087,0.000000
29.633799,2.160270,0.000000
28.575000,2.503170,0.000000
27.475434,2.853690,0.000000
26.340054,3.198495,0.000000
25.173432,3.523869,0.000000
23.980521,3.819525,0.000000
22.766655,4.077462,0.000000
21.536406,4.293489,0.000000
20.295870,4.463796,0.000000
19.050000,4.587621,0.000000
17.804130,4.663059,0.000000
16.563594,4.693158,0.000000
15.333345,4.680585,0.000000
14.119479,4.629912,0.000000
12.926568,4.544568,0.000000
11.759946,4.426839,0.000000
10.624566,4.278630,0.000000
9.525000,4.103751,0.000000
8.466201,3.903726,0.000000
7.453122,3.681603,0.000000
6.489573,3.439287,0.000000
5.579745,3.180588,0.000000
4.727448,2.906649,0.000000
3.936492,2.622042,0.000000
3.210687,2.327910,0.000000
2.552319,2.029587,0.000000
1.964436,1.728216,0.000000
1.450086,1.429512,0.000000
1.010793,1.139952,0.000000
0.649224,0.880110,0.000000
0.366141,0.619506,0.000000
0.163068,0.376809,0.000000
0.040767,0.176022,0.000000
0.000000,0.000000,0.000000
0.040767,-0.055245,0.000000
0.163068,-0.142875,0.000000
0.366141,-0.231267,0.000000
0.649224,-0.306324,0.000000
1.010793,-0.386715,0.000000
1.450086,-0.466344,0.000000
1.964436,-0.541782,0.000000
2.552319,-0.613791,0.000000
3.210687,-0.681228,0.000000
3.936492,-0.744855,0.000000
4.727448,-0.802767,0.000000
5.579745,-0.855726,0.000000
6.489573,-0.902208,0.000000
7.453122,-0.942594,0.000000
8.466201,-0.976122,0.000000
9.525000,-1.002792,0.000000
10.624566,-1.022604,0.000000
11.759946,-1.035177,0.000000
12.926568,-1.040130,0.000000
14.119479,-1.037844,0.000000
15.333345,-1.027938,0.000000
16.563594,-1.010793,0.000000
17.804130,-0.986028,0.000000
19.050000,-0.954024,0.000000
20.295870,-0.914019,0.000000
21.536406,-0.866394,0.000000
22.766655,-0.811530,0.000000
23.980521,-0.749427,0.000000
25.173432,-0.679704,0.000000
26.340054,-0.600075,0.000000
27.475434,-0.510159,0.000000
28.575000,-0.411480,0.000000
29.633799,-0.309753,0.000000
30.646882,-0.212979,0.000000
31.610427,-0.127254,0.000000
32.520255,-0.056388,0.000000
33.372556,-0.002286,0.000000
34.889313,0.059817,0.000000
36.135564,0.073533,0.000000
37.089207,0.054102,0.000000
37.733859,0.022860,0.000000
38.059233,0.002667,0.000000
38.100000,0.000000,0.000000
